Id,SalePrice
1461,137104.103421265
1462,169532.113991295
1463,175412.454327579
1464,186081.418591756
1465,217368.612430442
1466,176553.36182885
1467,179181.178827729
1468,179135.168343069
1469,167732.211128542
1470,111474.990460024
1471,198191.086539086
1472,113330.764384694
1473,117227.07355577
1474,147298.377469141
1475,141167.983844555
1476,420816.047685131
1477,303427.254138163
1478,314529.653791669
1479,293999.943249483
1480,401869.519815568
1481,258970.921213643
1482,230987.25048644
1483,192320.970987198
1484,184967.443110562
1485,204112.156357532
1486,188860.724428983
1487,285122.042406966
1488,240204.179070797
1489,199566.501574273
1490,186207.193241921
1491,205721.373489221
1492,99813.6117208082
1493,199750.441279702
1494,287645.896705533
1495,251091.238600935
1496,201011.862958242
1497,163688.638960921
1498,165036.380905005
1499,162895.72135331
1500,168135.755294502
1501,174188.78918152
1502,164423.492928779
1503,321193.360538183
1504,209379.390848831
1505,200696.483282403
1506,172824.588326086
1507,199818.261872711
1508,184362.860876442
1509,157392.381861094
1510,135453.102531011
1511,137174.40312616
1512,150604.075728955
1513,163818.366229098
1514,161974.84127889
1515,176053.09291758
1516,167096.055093905
1517,151573.598085156
1518,136564.182593192
1519,204690.298226596
1520,133420.15696793
1521,141416.205504969
1522,154129.968957825
1523,119321.762898008
1524,129530.779860082
1525,130288.967852377
1526,140037.534803325
1527,82273.3099593478
1528,131681.672955925
1529,140177.757616628
1530,155408.325483881
1531,107679.708748901
1532,101115.979181292
1533,126568.278607534
1534,134653.047382435
1535,145248.819333174
1536,121194.309134817
1537,71825.9246881784
1538,231058.056535696
1539,253563.439325848
1540,125698.93320707
1541,143406.72612963
1542,123708.117789485
1543,164416.06896194
1544,88653.6673533976
1545,115191.223935599
1546,129454.514194946
1547,131764.724543085
1548,131403.270351553
1549,112730.663585761
1550,122419.502982485
1551,103655.438345599
1552,113970.894598476
1553,177724.28508042
1554,118280.642045471
1555,155443.684064781
1556,104627.198998852
1557,111051.544869761
1558,118333.149568358
1559,101338.512602001
1560,121820.564377963
1561,127919.277497772
1562,124544.712254662
1563,118388.140290107
1564,125862.393784349
1565,154218.546457158
1566,240059.151848747
1567,83343.6188904473
1568,183630.209750942
1569,130509.96533428
1570,157000.389126215
1571,123522.929635596
1572,131800.837517528
1573,230249.741777776
1574,131529.724592753
1575,217535.325396426
1576,199643.427037501
1577,208237.288201372
1578,173890.180924447
1579,142372.009705962
1580,187073.243558669
1581,167202.020720289
1582,124852.154233102
1583,271616.113467947
1584,242937.007792835
1585,141632.047431979
1586,90817.8067021869
1587,136630.521706014
1588,145382.975102298
1589,113508.067668316
1590,135002.546493526
1591,115161.396065076
1592,113904.588580738
1593,116719.657517992
1594,151568.170889098
1595,109998.032162495
1596,221974.566787864
1597,167694.651015873
1598,197745.520675757
1599,215937.97710722
1600,211710.204328445
1601,70090.1116665837
1602,99568.1370540068
1603,101247.839875422
1604,238416.11105334
1605,255309.518874488
1606,166976.31729632
1607,197020.364047012
1608,210259.612048904
1609,212141.448969153
1610,167614.412173857
1611,155058.66678216
1612,170011.634270765
1613,178691.654151998
1614,112008.263126204
1615,107213.834282813
1616,97216.5258489702
1617,105233.479620124
1618,124963.766668678
1619,148801.042076597
1620,169114.980714965
1621,142355.948853743
1622,142729.299546739
1623,250436.940529203
1624,197582.309552142
1625,148564.337543496
1626,166659.721732727
1627,181504.446517652
1628,266938.175632986
1629,184889.74316876
1630,260990.718206517
1631,219780.841949758
1632,246862.314259207
1633,198838.503618638
1634,189014.465261037
1635,177332.230867058
1636,176652.217647177
1637,170681.354031405
1638,204108.730093909
1639,181676.970765301
1640,218111.221861761
1641,174939.431390129
1642,189072.891167073
1643,210282.937796402
1644,213308.130536539
1645,166301.206481561
1646,170830.523238942
1647,169827.017369275
1648,127405.29243513
1649,141349.576510924
1650,121091.471313719
1651,120709.925016992
1652,113663.647481195
1653,119826.058924542
1654,147157.633756964
1655,153766.704834608
1656,146153.438681342
1657,146405.521403913
1658,162050.586139256
1659,143050.528889631
1660,145515.151184513
1661,447953.22211177
1662,331275.105405994
1663,351747.359494742
1664,406002.141126498
1665,341525.601555685
1666,298307.200598767
1667,340987.400598889
1668,347694.32458652
1669,300513.780213069
1670,369177.966021251
1671,230024.030408871
1672,385344.208954742
1673,379378.447000032
1674,245905.11112687
1675,188238.8017269
1676,186664.180249011
1677,207011.872876532
1678,402081.276748994
1679,288501.507648342
1680,325123.100699578
1681,325593.604723821
1682,289144.520663814
1683,184968.37148771
1684,201097.203791716
1685,182447.644684156
1686,172598.773324602
1687,192163.986831572
1688,188317.546746863
1689,199328.613048947
1690,199171.844710162
1691,192265.443467278
1692,262952.529030019
1693,203597.084363383
1694,176018.059286095
1695,185085.081492794
1696,214117.189693887
1697,192326.710924259
1698,297226.450457928
1699,271923.351544002
1700,194691.886665432
1701,247180.084423029
1702,267006.115987885
1703,269918.447314197
1704,261251.124661468
1705,241401.511101542
1706,355393.430538246
1707,205763.86355402
1708,221556.398455492
1709,313801.587615858
1710,233956.044555899
1711,250537.293266549
1712,266840.072206246
1713,239520.771567779
1714,191583.886355677
1715,186719.794510903
1716,199303.699325215
1717,182971.072346204
1718,146254.126739793
1719,212494.026747922
1720,260676.90676659
1721,205963.436032968
1722,147368.697528188
1723,173024.798954055
1724,203302.77618945
1725,219485.170931036
1726,178948.824142346
1727,179001.510288219
1728,194136.43672146
1729,178946.870502904
1730,168542.130990203
1731,124318.144530326
1732,135326.284096984
1733,121789.014454273
1734,137283.898832344
1735,143447.994113225
1736,129759.057887688
1737,269008.666744559
1738,211859.247670961
1739,202166.95266162
1740,180342.445466638
1741,163419.921419023
1742,170801.455842397
1743,178845.081075578
1744,299009.079102861
1745,236113.496123201
1746,231058.582128135
1747,194573.003234972
1748,181435.262204151
1749,143534.857635899
1750,142850.805879308
1751,197170.246161797
1752,122784.844099943
1753,141901.112460814
1754,168374.951178523
1755,175566.356892901
1756,118927.388791143
1757,121936.82247804
1758,124555.118084836
1759,167910.302317133
1760,140580.995294632
1761,141514.807421657
1762,149150.789452323
1763,159846.029322079
1764,122329.65313655
1765,151058.894105045
1766,163039.065795553
1767,196991.74570677
1768,142592.994819595
1769,184629.82531462
1770,176447.151340714
1771,131818.719730462
1772,131132.44711428
1773,124670.085895568
1774,135639.427427336
1775,148364.643525421
1776,138054.085649171
1777,116851.364128673
1778,128451.48306575
1779,137573.667547943
1780,173341.372784169
1781,130551.546537688
1782,95054.0402554594
1783,153328.38667044
1784,113092.449967296
1785,127373.009135483
1786,115702.6753692
1787,188832.328849252
1788,70134.1463197046
1789,109741.780120137
1790,77952.5986557817
1791,169023.247055971
1792,158335.278376146
1793,149302.746034778
1794,151865.871731486
1795,149706.409510065
1796,134039.636328598
1797,123961.787935832
1798,139064.680916966
1799,121253.506667749
1800,133057.351208456
1801,123343.981407393
1802,139092.928928405
1803,149422.515933557
1804,135900.92957199
1805,150809.715811638
1806,127164.455926394
1807,159328.488156409
1808,143734.434849823
1809,174389.127793903
1810,132117.339234496
1811,115464.492670451
1812,118916.311530316
1813,125139.267021046
1814,94279.4477924067
1815,61920.0282585638
1816,110331.013991902
1817,146487.929190926
1818,145406.709011896
1819,117697.841323728
1820,70393.7441742264
1821,115071.431629491
1822,143736.807803766
1823,74250.7151320817
1824,127379.813108798
1825,135257.723503632
1826,114781.757458067
1827,105269.49125898
1828,129434.493448252
1829,100944.604012162
1830,141178.901719155
1831,164313.645430374
1832,118897.685673253
1833,136803.172625578
1834,119571.875607617
1835,155606.329277983
1836,112518.237447005
1837,92419.145408631
1838,144567.24015421
1839,90911.8893152787
1840,171272.549818042
1841,151160.727027748
1842,123485.725892306
1843,148512.337233658
1844,136758.514002043
1845,157316.731302081
1846,158449.585406795
1847,148265.133874593
1848,69606.5731284805
1849,142171.496652471
1850,121250.200657411
1851,150727.717815772
1852,123418.872945592
1853,158480.350501354
1854,197183.777735025
1855,181155.761160422
1856,211662.502125593
1857,187406.640866209
1858,137262.141015033
1859,126255.416455218
1860,139999.323415238
1861,126253.518738552
1862,209044.902543029
1863,191103.257243818
1864,191194.508143818
1865,374982.502427154
1866,344986.645301425
1867,244514.873346805
1868,269330.871001749
1869,202199.424651017
1870,275672.491128919
